platform_key,platform_label,section,command,description,type
wlc,Cisco IOS-XE WLC,WLAN Configuration,authorization-list <AAA-LIST> - set authorization list,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,local-switching - enable FlexConnect local switching,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,central-switching - enable central switching,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,local-auth - enable FlexConnect local authentication,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,central-auth - enable central authentication,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,flexconnect vlan <VLAN-ID> - set Flex VLAN override,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,flexconnect ap <AP-NAME> vlan <VLAN-ID> - AP‑specific VLAN override,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,mobility anchor <IP> - configure mobility anchor,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no mobility anchor <IP> - remove mobility anchor,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,mobility tunnel mode <L2/L3> - set mobility tunnel mode,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,timers session-timeout <SECONDS> - set session timeout,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,timers idle-timeout <SECONDS> - set idle timeout,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,timers exclusion <SECONDS> - set exclusion timeout,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,timers roaming <SECONDS> - set roaming timer,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,qos <QOS-PROFILE> - apply QoS profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no qos <QOS-PROFILE> - remove QoS profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,avc-profile <PROFILE> - apply AVC profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no avc-profile <PROFILE> - remove AVC profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,netflow monitor <MONITOR> - apply NetFlow monitor,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,multicast vlan <VLAN-ID> - enable multicast VLAN,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,multicast mcast-to-unicast - convert multicast to unicast,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no multicast mcast-to-unicast - disable multicast conversion,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,broadcast-ssid - broadcast SSID,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no broadcast-ssid - hide SSID,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,security pmf required - enable mandatory PMF,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,security pmf optional - enable optional PMF,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,security pmf disable - disable PMF,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,dot11 6ghz - enable 6GHz mode,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no dot11 6ghz - disable 6GHz mode,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,regulatory-domain <CODE> - set 6GHz regulatory domain,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,rf-profile dot11 24ghz <PROFILE> - bind 2.4GHz RF profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,rf-profile dot11 5ghz <PROFILE> - bind 5GHz RF profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,rf-profile dot11 6ghz <PROFILE> - bind 6GHz RF profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,mdns-sd gateway - enable mDNS gateway,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,mdns-sd profile <PROFILE> - bind mDNS profile,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,band-select - enable band steering,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no band-select - disable band steering,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,load-balance - enable client load balancing,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no load-balance - disable load balancing,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,client-steering - enable client steering,,config
wlc,Cisco IOS-XE WLC,WLAN Configuration,no client-steering - disable client steering,,config
wlc,Cisco IOS-XE WLC,Tags & Profiles,wireless tag site <name>,Creates or enters a site tag configuration,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,ap-profile <profile-name>,Associates an AP join profile with the site tag,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,wireless tag policy <name>,Creates or enters a policy tag configuration,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,wlan <wlan-name> policy <policy-profile-name>,Maps a WLAN to a wireless policy profile within a policy tag,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,wireless tag rf <name>,Creates or enters an RF tag configuration,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,24ghz-rf-policy <rf-policy-name>,Associates a 2.4GHz RF policy with this RF tag,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,5ghz-rf-policy <rf-policy-name>,Associates a 5GHz RF policy with this RF tag,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,wireless profile policy <name>,Creates or enters a wireless policy profile,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,vlan <id>,Associates a data VLAN with the wireless policy profile,show
wlc,Cisco IOS-XE WLC,Tags & Profiles,wireless profile ap <name>,Creates or enters an AP join profile,show
wlc,Cisco IOS-XE WLC,Client Management,show wireless client detail mac-address <mac>,"Full client details: IP, VLAN, AP, BSSID, RSSI, SNR, data rates",show
wlc,Cisco IOS-XE WLC,Client Management,wireless client mac-address <mac> deauthenticate,Force-deauthenticates and disconnects a specific wireless client,show
wlc,Cisco IOS-XE WLC,Client Management,show wireless client statistics mac-address <mac>,Traffic and session statistics for a specific client,show
wlc,Cisco IOS-XE WLC,Client Management,show wireless client ap <ap-name>,Lists all clients currently associated to a specific AP,show
wlc,Cisco IOS-XE WLC,Client Management,show wireless client wlan <wlan-name>,Lists all clients currently associated to a specific WLAN,show
wlc,Cisco IOS-XE WLC,Client Management,show wireless exclusionlist,Displays the client exclusion (blacklist) table,show
wlc,Cisco IOS-XE WLC,Client Management,wireless client mac-address <mac> exclude,Adds a specific client MAC to the exclusion (blacklist),show
wlc,Cisco IOS-XE WLC,Client Management,clear wireless client mac-address <mac> delete,Removes a client entry from the exclusion list,show
wlc,Cisco IOS-XE WLC,Client Management,show wireless client steering stats,Displays band steering statistics: steered clients and steering failures,show
wlc,Cisco IOS-XE WLC,RRM,show wireless rrm rf-grouping,Displays RRM RF grouping info and identifies the RF group leader,show
wlc,Cisco IOS-XE WLC,RRM,ap dot11 24ghz rrm channel update,Triggers an immediate RRM channel assignment update for all 2.4GHz radios,show
wlc,Cisco IOS-XE WLC,RRM,ap dot11 5ghz rrm channel update,Triggers an immediate RRM channel assignment update for all 5GHz radios,show
wlc,Cisco IOS-XE WLC,RRM,ap dot11 24ghz rrm txpower update,Triggers an immediate RRM transmit power update for 2.4GHz,show
wlc,Cisco IOS-XE WLC,RRM,ap dot11 5ghz rrm txpower update,Triggers an immediate RRM transmit power update for 5GHz,show
wlc,Cisco IOS-XE WLC,RRM,show ap auto-rf dot11 24ghz,"Auto-RF report for all 2.4GHz radios: channel, power, coverage overlap",show
wlc,Cisco IOS-XE WLC,RRM,show ap auto-rf dot11 5ghz,"Auto-RF report for all 5GHz radios: channel, power, coverage overlap",show
wlc,Cisco IOS-XE WLC,RRM,ap dot11 5ghz rrm channel dca remove <channel>,Removes a channel from the DCA candidate list for 5GHz,show
wlc,Cisco IOS-XE WLC,RRM,wireless rrm logging channel-change,Enables logging of all RRM-initiated channel changes,show
wlc,Cisco IOS-XE WLC,Security & AAA,aaa new-model,Enables the AAA security framework — must be configured before any AAA commands,show
wlc,Cisco IOS-XE WLC,Security & AAA,aaa authentication login <list-name> group radius local,Creates an authentication list using RADIUS with local fallback,show
wlc,Cisco IOS-XE WLC,Security & AAA,aaa authentication dot1x default group radius,Configures 802.1X authentication to use a RADIUS server group,show
wlc,Cisco IOS-XE WLC,Security & AAA,radius server <name>,Enters RADIUS server configuration mode,show
wlc,Cisco IOS-XE WLC,Security & AAA,address ipv4 <ip> auth-port 1812 acct-port 1813,Sets RADIUS server IP with standard authentication and accounting ports,show
wlc,Cisco IOS-XE WLC,Security & AAA,key <shared-secret>,Sets the RADIUS shared secret for this server entry,show
wlc,Cisco IOS-XE WLC,Security & AAA,show aaa servers,Displays all configured AAA servers and their connection status,show
wlc,Cisco IOS-XE WLC,Security & AAA,show radius statistics,Displays RADIUS transaction statistics and error counts,show
wlc,Cisco IOS-XE WLC,Security & AAA,wireless mac-filtering,Enables MAC address filtering on the WLC,show
wlc,Cisco IOS-XE WLC,Security & AAA,show wireless client mac-filter,Displays the MAC filter list and allowed/denied entries,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,mdns-sd gateway,Enables the mDNS Service Discovery gateway for policy-based mDNS bridging,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,service-policy <name> direction IN,Applies an mDNS service policy for incoming mDNS advertisements,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,show mdns-sd summary,Displays mDNS gateway status and number of learned services,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,show mdns-sd service-list,Shows all services discovered and cached by the mDNS gateway,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,show ap mesh neighbors,Displays mesh neighbour relationships for all mesh-capable APs,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,show ap mesh path,Shows the active mesh tree and path metrics for all mesh APs,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,ap name <ap-name> mesh backhaul rate auto,Sets the mesh backhaul data rate to automatic on a specific AP,show
wlc,Cisco IOS-XE WLC,mDNS & AP Mesh,show wireless mesh stats <ap-name>,"Displays mesh link statistics: SNR, packet counts, and backhaul rates",show
wlc,Cisco IOS-XE WLC,Diagnostics,debug wireless mac <mac> enable,Enables detailed per-client debugging for a specific MAC address,show
wlc,Cisco IOS-XE WLC,Diagnostics,debug wireless mac <mac> disable,Disables per-client debugging for a specific MAC address,show
wlc,Cisco IOS-XE WLC,Diagnostics,show logging,Displays the contents of the syslog buffer,show
wlc,Cisco IOS-XE WLC,Diagnostics,ping <ip>,ICMP ping from the WLC management interface,show
wlc,Cisco IOS-XE WLC,Diagnostics,traceroute <ip>,Traces the network path from the WLC to a destination IP,show
wlc,Cisco IOS-XE WLC,Diagnostics,show ap cdp neighbors,Shows CDP neighbour information as reported by joined APs,show
wlc,Cisco IOS-XE WLC,Diagnostics,show ap lldp neighbors,Shows LLDP neighbour information as reported by joined APs,show
wlc,Cisco IOS-XE WLC,Diagnostics,undebug all,Disables all active debug sessions,show
wlc,Cisco IOS-XE WLC,Diagnostics,show ap image,Shows AP firmware image version and download status for all APs,show
wlc,Cisco IOS-XE WLC,Diagnostics,ap image predownload,Pre-downloads the staged AP firmware image to all APs,show
wlc,Cisco IOS-XE WLC,Diagnostics,ap image swap,Swaps the primary and backup AP firmware images on all APs,show
wlc,Cisco IOS-XE WLC,Diagnostics,show wireless stats ap join detail ap-name <name>,Detailed join statistics for a specific AP — useful for troubleshooting CAPWAP failures,show
wlc,Cisco IOS-XE WLC,Diagnostics,show capwap client rcb,Displays CAPWAP client connection details from the AP perspective,show
wlc,Cisco IOS-XE WLC,Config Management,copy running-config startup-config,Saves the running config to NVRAM — persists across reboots,show
wlc,Cisco IOS-XE WLC,Config Management,write memory,Saves the running config to startup config,show
wlc,Cisco IOS-XE WLC,Config Management,write erase,Erases the startup config — takes effect on next reload,show
wlc,Cisco IOS-XE WLC,Config Management,reload,Reboots the WLC,show
wlc,Cisco IOS-XE WLC,Config Management,reload in <minutes>,Schedules an automatic reload after the specified number of minutes,show
wlc,Cisco IOS-XE WLC,Config Management,reload cancel,Cancels a previously scheduled reload,show
wlc,Cisco IOS-XE WLC,Config Management,copy running-config tftp:,Backs up the running config to a TFTP server,show
wlc,Cisco IOS-XE WLC,Config Management,copy tftp: running-config,Restores a running config from a TFTP server,show
linux,Linux,1. FILE & DIRECTORY NAVIGATION,------------------------------------------------------------,,show
linux,Linux,1. FILE & DIRECTORY NAVIGATION,pwd,# show current working directory,show
linux,Linux,tree  # show directory tree,tree -L 2,# limit tree depth to 2 levels,show
linux,Linux,tree  # show directory tree,tree -a,# include hidden files in tree,show
linux,Linux,tree  # show directory tree,stat file,# show detailed file metadata,show
linux,Linux,tree  # show directory tree,realpath file,# show absolute resolved path,show
linux,Linux,tree  # show directory tree,readlink file,# show symlink target,show
linux,Linux,tree  # show directory tree,pushd dir,# push directory to stack and change into it,show
linux,Linux,tree  # show directory tree,popd,# return to previous directory from stack,show
linux,Linux,tree  # show directory tree,dirs -v,# list directory stack with indexes,show
linux,Linux,rm file  # remove file,rm -rf dir,# force remove directory recursively,show
linux,Linux,rm file  # remove file,rm -f file,# force remove file,show
linux,Linux,mkdir dir  # create directory,mkdir -p parent/child,# create nested directories,show
linux,Linux,mkdir dir  # create directory,rmdir emptydir,# remove empty directory,show
linux,Linux,mkdir dir  # create directory,install -m 755 file /usr/local/bin/,# copy file with permissions,show
linux,Linux,mkdir dir  # create directory,truncate -s 0 file,# empty file,show
linux,Linux,mkdir dir  # create directory,truncate -s 10M file,# set file size,show
linux,Linux,more file  # paginated viewer,head file,# show first lines,show
linux,Linux,more file  # paginated viewer,head -n 50 file,# show first 50 lines,show
linux,Linux,more file  # paginated viewer,tail file,# show last lines,show
linux,Linux,more file  # paginated viewer,tail -f logfile,# follow log output,show
linux,Linux,more file  # paginated viewer,tail -n +100 file,# show file starting at line 100,show
linux,Linux,more file  # paginated viewer,grep pattern file,# search for pattern,show
linux,Linux,more file  # paginated viewer,grep -R pattern dir,# recursive search,show
linux,Linux,more file  # paginated viewer,grep -i pattern file,# case-insensitive search,show
linux,Linux,more file  # paginated viewer,grep -v pattern file,# invert match,show
linux,Linux,more file  # paginated viewer,grep -E regex file,# extended regex,show
linux,Linux,more file  # paginated viewer,grep -P regex file,# Perl regex,show
linux,Linux,more file  # paginated viewer,"find /path -name ""*.conf""",# find files by name,show
linux,Linux,more file  # paginated viewer,find . -type f -mtime -1,# find files modified in last day,show
linux,Linux,more file  # paginated viewer,find . -size +100M,# find files larger than 100MB,show
linux,Linux,more file  # paginated viewer,find . -empty,# find empty files or dirs,show
linux,Linux,more file  # paginated viewer,wc -l file,# count lines,show
linux,Linux,more file  # paginated viewer,wc -w file,# count words,show
linux,Linux,more file  # paginated viewer,wc -c file,# count bytes,show
linux,Linux,nl file  # number lines,strings file,# extract printable strings,show
linux,Linux,gzip file  # compress file,gunzip file.gz,# decompress gzip file,show
linux,Linux,gzip file  # compress file,xz file,# compress with xz,show
linux,Linux,unxz file.xz  # decompress xz,7z a archive.7z dir,# create 7z archive,show
